timestamp,product_type,compressive_strength,fineness,consistency,setting_time,temperature,humidity,gypsum_added,energy_savings,quality_improvement,sustainability_score,expected_improvement,rec_action,rec_target_value
2025-10-25 07:44:33.953828,PPC,54.00099201986626,0.9040262805873348,0.3192800774612128,50.883120259408926,26.79097029528854,71.2204612361622,4.5670818808558415,0.0,0.15,0.715,0.075,Increase gypsum dosing,4.795435974898634
2025-10-25 06:44:33.953828,OPC-53,42.747257562016046,0.9668902776607364,0.2964884782672501,84.91689141488956,23.295184784953097,50.82384633315903,5.5,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,5.61
2025-10-25 05:44:33.953828,PPC,56.49952048090626,0.9448714123405564,0.3375797322265256,100.11552466522794,21.033458063554168,70.65077898235043,3.668332879494875,0.02,0.05,0.705,0.035,Reduce gypsum dosing,3.484916235520131
2025-10-25 04:44:33.953828,PPC,41.40612891728988,0.9337055100657132,0.3494230986533392,78.7713468630727,27.889262639766194,50.234248304672285,2.5,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,2.55
2025-10-25 03:44:33.953828,PPC,49.80364465247876,0.9601029471011208,0.325075695505845,70.87299807032915,21.59751329988824,45.59955556994552,3.9101063136543615,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-25 02:44:33.953828,PSC,46.84904130430794,0.949218070376171,0.3236259311037762,83.40511970318232,23.06749464814933,48.30160765149578,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-25 01:44:33.953828,PSC,51.47159767073508,0.9360164744035142,0.3052067953116965,74.70283997402517,22.214248802431698,49.676645630964295,5.358654753391152,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-25 00:44:33.953828,PSC,41.43996036142381,0.9175769240066376,0.2805788753371706,100.48383660585117,25.95196432643188,71.33447622368719,5.5,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,5.61
2025-10-24 23:44:33.953828,OPC-53,50.35423525004188,0.9231370293317394,0.3463573310254331,51.569994174883,20.82253013385393,46.02186532243756,2.558445179437256,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.686367438409119
2025-10-24 22:44:33.953828,OPC-43,49.94061420078391,0.9183263248959268,0.3400862000886891,97.38414818377764,26.445122018717846,40.06952226432395,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-24 21:44:33.953828,PPC,58.64828561325696,0.9655188426368804,0.3485278945844822,73.97074230143262,22.800624039897343,62.75653193271175,2.8796994646490988,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-24 20:44:33.953828,OPC-43,48.67363339318561,0.9277673361827876,0.2610095277135668,104.62291212822736,23.66942522449252,57.03219050298053,5.5,0.02,0.05,0.705,0.035,Reduce gypsum dosing,5.225
2025-10-24 19:44:33.953828,OPC-53,57.94395352036658,0.9073391557934348,0.261271993359937,75.53098115781188,25.809750874384207,70.89435204880014,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-24 18:44:33.953828,OPC-43,44.67784875500464,0.9242888472674116,0.3278130486221695,100.59769290052256,26.75730435256769,63.28988046393084,5.5,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,5.61
2025-10-24 17:44:33.953828,OPC-43,52.42689753158098,0.947297469048316,0.2697353321246475,49.50390783377634,20.75915156890948,40.50981210269078,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-24 16:44:33.953828,OPC-43,58.9943039209472,0.9062074391389616,0.2888280028390608,53.82659858722478,25.62985638548173,50.25151719773254,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-24 15:44:33.953828,PSC,53.71349609086907,0.9553681828094064,0.3205157619207298,80.14252646506839,26.49819778551577,49.01068523179423,2.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-24 14:44:33.953828,PSC,58.23656522365465,0.9423701355779928,0.3021298781279879,100.1082632535717,23.64101103599801,52.33615018798649,5.303640461107705,0.02,0.05,0.705,0.035,Reduce gypsum dosing,5.038458438052319
2025-10-24 13:44:33.953828,PSC,40.15945362691997,0.9219185327523496,0.2803899913095342,104.4424414972195,23.87632037073786,44.65132525863483,5.5,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,5.61
2025-10-24 12:44:33.953828,PPC,40.38800818585525,0.9300325988762402,0.2698556632886104,45.32761843656751,22.552435448770076,74.1171610585258,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-24 11:44:33.953828,OPC-53,47.15473368322783,0.9014195154116244,0.2757784949268785,83.3459124496457,24.66896428034208,47.49512776628313,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-24 10:44:33.953828,PPC,48.12787233598221,0.9142692922817576,0.3007183230641674,92.213146567446,24.97119853844363,63.80870118680386,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-24 09:44:33.953828,PSC,40.14829059757812,0.911864619879143,0.2577026597364298,72.06253480836659,21.297439948468693,57.22938454774774,2.5,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,2.55
2025-10-24 08:44:33.953828,PPC,48.898156157700456,0.904286432114142,0.2572373276569079,75.75773316328869,22.24489766356299,69.13575447569471,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-24 07:44:33.953828,OPC-43,49.30004578172321,0.9099062135155952,0.328854935778498,46.36857046738906,27.399273263195745,69.32509638216429,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-24 06:44:33.953828,OPC-43,57.90239731049115,0.944977542526938,0.2929777269113879,78.88618292047109,24.90124568969403,42.88940802755097,2.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-24 05:44:33.953828,OPC-43,46.23821461671733,0.9631214621144708,0.3176536549556361,105.21216731927778,20.90165457898873,40.59812050723549,5.5,0.02,0.05,0.705,0.035,Reduce gypsum dosing,5.225
2025-10-24 04:44:33.953828,PPC,57.53215175865584,0.9594961389120978,0.2943595939908284,100.10028159922328,24.79739533564693,69.00536959997116,5.5,0.02,0.05,0.705,0.035,Reduce gypsum dosing,5.225
2025-10-24 03:44:33.953828,PPC,43.137040365220486,0.9282200634158684,0.2990623901315825,48.33570503702062,27.199800885281284,54.83911893737099,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-24 02:44:33.953828,OPC-53,46.18951222143915,0.959039078429088,0.3155102257928499,89.76416640901714,22.943089064406355,63.78266367474947,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-24 01:44:33.953828,PPC,56.22133900670583,0.9562310063957196,0.3178605448261424,52.32013140899938,20.341854355497244,70.81135894502282,5.16909215509609,0.0,0.15,0.715,0.075,Increase gypsum dosing,5.427546762850895
2025-10-24 00:44:33.953828,PPC,53.00977220259638,0.9311879130169428,0.3302991641489503,43.81337957343085,25.24946974210168,55.6882724627323,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-23 23:44:33.953828,PSC,48.57821705019318,0.9650264625077924,0.2603254899246187,103.90893128446372,22.9310710826507,65.26054442252799,5.5,0.02,0.05,0.705,0.035,Reduce gypsum dosing,5.225
2025-10-23 22:44:33.953828,PSC,57.27836432033246,0.9206008138864974,0.2597316866998462,58.82107162969609,26.864668237629395,60.44694292671924,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-23 21:44:33.953828,OPC-53,56.992423448080906,0.9552743770716884,0.2801036797497955,71.25734072788343,22.336774324650666,71.11726279594846,2.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-23 20:44:33.953828,PPC,47.53281702407428,0.92266730036095,0.2818212875606517,102.05847620347404,26.03278229694185,63.72731840672228,5.5,0.02,0.05,0.705,0.035,Reduce gypsum dosing,5.225
2025-10-23 19:44:33.953828,PSC,56.39439670923237,0.9448978516837714,0.3286077758448501,90.21769043731372,26.00729533309397,71.90255697801939,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-23 18:44:33.953828,OPC-43,56.46640040716996,0.9032573005026496,0.2764418267532237,65.62791294453143,22.479218061392025,62.0126781873148,2.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-23 17:44:33.953828,OPC-43,40.22958992730473,0.9578059529840964,0.3279949012945884,87.44460095590203,20.30407539225078,62.029245584040765,4.299012887659027,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,4.384993145412207
2025-10-23 16:44:33.953828,OPC-43,50.30713299831022,0.9230949021417052,0.3382040092268583,98.75693325817792,25.664035713641184,58.26901234252212,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-23 15:44:33.953828,OPC-43,46.073302298157074,0.9018215781389688,0.3288781135463375,104.78982324113332,28.76819627965977,41.015707131307,3.259036598534453,0.02,0.05,0.705,0.035,Reduce gypsum dosing,3.09608476860773
2025-10-23 14:44:33.953828,PSC,43.93491501518687,0.9359407909115708,0.3042212901858833,92.29172437948172,24.329017614571853,66.32829493721954,5.5,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,5.61
2025-10-23 13:44:33.953828,PSC,59.36068300709034,0.9274774748428782,0.2642052590286114,84.92241195601491,29.154237418281006,42.41951103273778,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-23 12:44:33.953828,OPC-53,55.76188674955098,0.9277881765966782,0.253643497027528,67.27044778901683,21.575873643042,65.41097993965859,2.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-23 11:44:33.953828,PPC,57.21947546170152,0.9207951615986792,0.3248164428160744,91.57594111253546,26.00170336885849,71.4033871319659,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-23 10:44:33.953828,PSC,59.91043316162023,0.9661466356604976,0.3298284706935314,108.39880535351122,27.137525327922425,56.76194978055155,5.5,0.02,0.05,0.705,0.035,Reduce gypsum dosing,5.225
2025-10-23 09:44:33.953828,OPC-53,43.47465918187263,0.9677942918998214,0.2990339547404385,56.21491804684443,28.090075496876278,69.11230877200374,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-23 08:44:33.953828,PPC,42.18707162035428,0.9437920181583952,0.256754198942731,52.28743316896997,28.965099279321272,62.04248859192146,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-23 07:44:33.953828,OPC-53,51.20456996159065,0.9573170925285586,0.2652716464993881,54.656309541354815,20.999269820161636,69.03946430474647,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-23 06:44:33.953828,OPC-43,55.38337026231933,0.9298449153799028,0.2613960618359676,95.51313559277868,24.86211122171313,60.713742818499,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-23 05:44:33.953828,PSC,41.11703791294012,0.961537774081493,0.2755068970010036,71.87328823940453,28.284199074597637,58.65150476336902,2.5,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,2.55
2025-10-23 04:44:33.953828,OPC-43,47.32121982997374,0.952385056958888,0.3437432400597516,100.50790839918402,20.173392764310638,58.70607062153991,5.5,0.02,0.05,0.705,0.035,Reduce gypsum dosing,5.225
2025-10-23 03:44:33.953828,PPC,44.11512092038507,0.9559316054798146,0.3342251669185258,49.36520390351704,20.73884501762259,48.39284998357151,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-23 02:44:33.953828,PPC,53.357527604451874,0.9423555014516576,0.3129960890389833,43.66037543524345,26.030285961073247,40.704393882484666,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-23 01:44:33.953828,OPC-43,48.77788987558391,0.9100303773277136,0.2597810850201902,112.54083558967592,23.18313184951982,67.23247953799941,5.5,0.02,0.05,0.705,0.035,Reduce gypsum dosing,5.225
2025-10-23 00:44:33.953828,PPC,48.385295584280094,0.944460614784968,0.3416591863807555,97.47156853245151,24.338660121288065,44.663328635282056,2.524758845555266,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-22 23:44:33.953828,PPC,40.278134639880406,0.9685600054004814,0.2874493675470516,76.09206201138905,25.030759681708272,58.70581657820558,2.5,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,2.55
2025-10-22 22:44:33.953828,OPC-43,54.60743757853648,0.9034755184698056,0.3011284839110016,88.0972744803654,23.5591786214921,50.55625490590918,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-22 21:44:33.953828,PSC,40.35170221030023,0.9578945368935484,0.3160114442481188,74.29130998432359,21.070263861598374,46.61198906873736,5.5,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,5.61
2025-10-22 20:44:33.953828,PSC,45.910468666367976,0.9286853422815218,0.2712054357774289,82.19086897458389,28.44721090256404,47.268217519949374,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-22 19:44:33.953828,OPC-43,45.15325272148124,0.9440536949688992,0.3309697719916638,69.3023617358535,23.72017426115468,47.42873853790382,2.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-22 18:44:33.953828,OPC-53,53.93735464195309,0.9532269534959252,0.3225170874627666,74.7160432221556,24.554978135686287,43.659625835165656,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-22 17:44:33.953828,PSC,43.4754560211975,0.910500000943166,0.337928485676449,103.09335410645132,29.090292014057862,53.89000338013,5.5,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,5.61
2025-10-22 16:44:33.953828,PSC,45.53909501706275,0.909027921400747,0.3177189671752009,84.70437790926727,29.9180838725549,71.4123024043962,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-22 15:44:33.953828,PSC,40.95726889154554,0.9460960554657342,0.2666780400914741,53.15980615431032,20.038038654886837,45.93841068032475,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-22 14:44:33.953828,PPC,42.94204657383757,0.9012698998032912,0.3341468060270033,98.16844816316232,23.86210066381378,71.3904603477072,3.2410093251440686,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,3.30582951164695
2025-10-22 13:44:33.953828,PPC,45.3469693770037,0.9539997118037912,0.3122346915720918,88.93932039212967,29.17963693734053,71.23094939575635,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-22 12:44:33.953828,OPC-53,46.38096248101543,0.9420897764715216,0.291750120921413,106.9696417886023,28.241194383304112,57.75439548215512,5.5,0.02,0.05,0.705,0.035,Reduce gypsum dosing,5.225
2025-10-22 11:44:33.953828,PSC,59.00010082258285,0.9021952412997064,0.2693375146345226,106.70951631888144,23.80282966059872,55.61710068661133,5.5,0.02,0.05,0.705,0.035,Reduce gypsum dosing,5.225
2025-10-22 10:44:33.953828,PPC,41.147491694145096,0.953417899874236,0.3115820364423576,67.10255358348421,23.29570122832169,65.13453003699894,5.5,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,5.61
2025-10-22 09:44:33.953828,PSC,45.49244360505166,0.9077214402824642,0.2814069783315516,85.58741076529238,26.6037709075846,62.54833686184036,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-22 08:44:33.953828,PSC,52.96231164090319,0.9527111726129048,0.308254600478761,57.17205634570773,29.22169141754293,67.21787763619616,5.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,5.775
2025-10-22 07:44:33.953828,OPC-43,54.32799686871405,0.9123998485600172,0.3003092353101225,99.63602987991656,27.06179585897467,41.98120058038127,5.415340552703356,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-22 06:44:33.953828,PSC,53.75424666291586,0.909310782504031,0.2855148476755708,50.55011606728421,22.698638947830013,42.70422150909774,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-22 05:44:33.953828,OPC-43,48.19550318683265,0.9359289301140182,0.314717408738024,42.64885541995093,22.516673164880743,46.98606524830676,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-22 04:44:33.953828,OPC-43,44.1408310743084,0.9218146568907848,0.3040124201930138,104.25496462962528,27.544293067360368,49.32366072553131,5.5,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,5.61
2025-10-22 03:44:33.953828,PSC,56.74726242284462,0.9235995911750892,0.2659221178741012,91.22404673326687,28.45702747057602,74.32682776354523,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-22 02:44:33.953828,OPC-53,58.77660241959162,0.923272774734168,0.3010037521859767,44.447806993099405,24.192102408535032,65.91427102198696,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-22 01:44:33.953828,OPC-53,54.29982788048166,0.9030374078341886,0.3436664153985402,61.36684391784903,20.33095192899749,72.0176032540362,2.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-22 00:44:33.953828,OPC-53,55.13666982277723,0.9381341324403676,0.2577163995133929,87.06011173161806,24.67975810837922,70.54197255046964,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-21 23:44:33.953828,OPC-43,55.71420759448031,0.9669838397722774,0.296868459340152,54.7388310557832,24.97176872900764,40.11994382763263,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-21 22:44:33.953828,OPC-43,58.74761303275372,0.925194738126695,0.2568355545368668,66.87767172675719,20.321174955465278,42.46124929430911,2.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-21 21:44:33.953828,OPC-43,43.32463390282863,0.9000262871627172,0.2616499335385809,115.44974186119563,26.615200448548286,69.16485980161295,5.5,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,5.61
2025-10-21 20:44:33.953828,PSC,46.36254098511169,0.9171189133506202,0.2980954631168476,99.29149328150086,20.64079032811471,42.59045478856873,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-21 19:44:33.953828,OPC-53,54.18659986625849,0.9531799802769864,0.3020615120412449,97.35515435191606,27.28578621557554,74.95078656459982,4.924024291995861,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-21 18:44:33.953828,PSC,58.71766607875297,0.9574886786732346,0.3116476495516163,63.545703705590576,29.18012932790845,65.67737750784359,2.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-21 17:44:33.953828,OPC-43,41.974246787855805,0.9023284574553696,0.2566101935281971,58.87117447763691,29.03498073665433,42.56808395996161,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-21 16:44:33.953828,OPC-43,58.19593844024429,0.929845162095102,0.3170634544667263,73.5097201801111,24.31800115673452,62.66379091160026,2.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-21 15:44:33.953828,PPC,59.74034398687643,0.9244960508171388,0.3437211485546159,83.34263218942638,25.44787659461264,42.989419579364046,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-21 14:44:33.953828,OPC-53,44.897132426221006,0.9449181449985932,0.2808192377027273,78.46584371647644,24.748383869061037,67.13032875857546,2.5,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,2.55
2025-10-21 13:44:33.953828,OPC-43,49.8463243135715,0.9669889414112436,0.3120164483144448,104.71770068423008,21.49596182539404,73.99972272642586,5.5,0.02,0.05,0.705,0.035,Reduce gypsum dosing,5.225
2025-10-21 12:44:33.953828,PPC,59.254530724731794,0.9273654576878182,0.3095423281041863,95.22838242209627,29.112739182482013,40.90874131922464,2.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-21 11:44:33.953828,OPC-53,54.93093710785935,0.9111558945815044,0.2715437160135119,47.16741548118656,24.67096659591977,65.0290347951954,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-21 10:44:33.953828,PPC,46.02518870292856,0.9132850133544564,0.3033993172799274,107.22411628890325,21.735470879920744,48.52896665362599,5.5,0.02,0.05,0.705,0.035,Reduce gypsum dosing,5.225
2025-10-21 09:44:33.953828,PSC,55.95115348850687,0.959495806719734,0.2779336211966005,66.17198209593487,24.47441468345328,73.64645297470759,2.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-21 08:44:33.953828,OPC-43,41.36398128405108,0.9501060936538848,0.2822846423382693,59.24068736627502,24.11267847390884,58.35827488603716,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-21 07:44:33.953828,OPC-53,40.39545552887686,0.9652343651134924,0.3224587153240694,83.48622655011907,28.788989866986384,58.99170795935489,5.5,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,5.61
2025-10-21 06:44:33.953828,PPC,47.10145812765548,0.9161644307919994,0.2663399861211592,75.39322009721218,29.129746080467868,66.45387334292055,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-21 05:44:33.953828,OPC-53,44.8116211069165,0.9572528267746052,0.2831633837609959,76.56831149645745,28.364324428263288,43.64252639611462,2.7160369193508984,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,2.7703576577379163
2025-10-21 04:44:33.953828,PPC,52.80005795708998,0.9254265221785918,0.3398673567184401,46.09823416639042,25.030181936562197,43.399494611151525,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-21 03:44:33.953828,PSC,54.499414665268574,0.9420486825585812,0.3385156117468621,47.75009086549037,22.702952604726452,72.32904745952169,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-21 02:44:33.953828,OPC-43,56.35117418185824,0.9298111522208056,0.3369531193371498,76.02552568044742,24.348482109781248,53.590232624942686,2.8063851085708733,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-21 01:44:33.953828,OPC-43,41.13193644820317,0.9418320400924304,0.3231550460482621,71.58343958649928,22.602095848620976,72.35490780485065,2.5,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,2.55
2025-10-21 00:44:33.953828,PPC,55.77919669437728,0.9649175655591304,0.305105202167831,70.0401878626353,26.595638582896463,73.09281027053127,4.233769321916523,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-20 23:44:33.953828,OPC-43,58.33586049498197,0.9314019033015066,0.3349671084327797,67.22072728663817,22.255156994941277,54.55556897567854,2.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-20 22:44:33.953828,OPC-43,56.86122776086639,0.908351727798765,0.3028534404767359,58.51782017396093,27.853293011602723,69.81682167249963,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-20 21:44:33.953828,PSC,46.502837054983,0.9491133196692166,0.3391426343171318,53.64792860127395,26.837282334632988,59.37708113022253,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-20 20:44:33.953828,PPC,48.76945967446735,0.9463004424534138,0.2677826867803227,70.9718261008675,28.36901159343587,73.42865439046581,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-20 19:44:33.953828,OPC-53,51.98311589226888,0.9672578969700354,0.2548204190522579,77.09104423273777,25.99312845789021,56.26723946644218,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-20 18:44:33.953828,OPC-53,52.45116030541696,0.9432082027795896,0.2513798828269012,93.7151105688315,25.43741167577224,58.25852974510104,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-20 17:44:33.953828,OPC-43,41.09348525491448,0.9370310248564344,0.2810072814945147,102.52487375398267,24.225208102092036,60.380126948281,3.912860737989576,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,3.9911179527493674
2025-10-20 16:44:33.953828,PSC,53.194639636265904,0.9457380497225556,0.2536017823252091,54.15060473945533,26.890029856719792,40.16700965161236,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-20 15:44:33.953828,PSC,45.03345597252459,0.9483308278687376,0.328793565668718,56.74701846390657,20.284575751164684,46.623919624460015,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-20 14:44:33.953828,OPC-53,40.21373570624313,0.9596661560618348,0.3237757838326802,96.6999097059794,28.98401198110435,41.47557760181418,5.5,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,5.61
2025-10-20 13:44:33.953828,PPC,59.96498789132773,0.958791567779738,0.2670602575648415,58.790344309677295,29.72517413399969,56.46263413682685,2.5,0.0,0.15,0.715,0.075,Increase gypsum dosing,2.625
2025-10-20 12:44:33.953828,PPC,50.47551875751802,0.9636483234551864,0.3426701900039024,72.87129865220179,21.42037047271399,41.96376582023242,5.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
2025-10-20 11:44:33.953828,OPC-53,43.28775939441388,0.9670536839351812,0.2868935393690848,74.68773840606988,27.297511595477246,61.77931193226188,4.8270602986415865,0.0,0.1,0.71,0.05,Adjust gypsum for low strength,4.923601504614418
2025-10-20 10:44:33.953828,OPC-53,56.25261165494014,0.9218242668356422,0.2637244083675958,99.70102477343096,20.628024257931163,42.58353266830424,2.5,0.0,0.0,0.7,0.0,maintain_parameters,0.0
